FAMILY,genus.species,FLOWER_SPECIES,DATE
Apidae,Bombus.rufocinctus,Campanula rotundifolia,3-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,3-Aug-14
Apidae,Bombus.bifarius,Trifolium repens,3-Aug-14
Apidae,Bombus.bifarius,Trifolium repens,3-Aug-14
Apidae,Bombus.rufocinctus,Chamerion angustifolium,3-Aug-14
Apidae,Bombus.bifarius,Spiraea betulifolia,3-Aug-14
Apidae,Bombus.appositus,Spiraea betulifolia,3-Aug-14
Apidae,Bombus.rufocinctus,Chamerion angustifolium,3-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,3-Aug-14
Apidae,Bombus.rufocinctus,Chamerion angustifolium,3-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,3-Aug-14
Apidae,Bombus.rufocinctus,Chamerion angustifolium,3-Aug-14
Apidae,Bombus.bifarius,Spiraea betulifolia,3-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,3-Aug-14
Apidae,Bombus.bifarius,Trifolium repens,3-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,3-Aug-14
Apidae,Bombus.rufocinctus,Chamerion angustifolium,3-Aug-14
Apidae,Bombus.occidentalis,Chamerion angustifolium,3-Aug-14
Apidae,Bombus.rufocinctus,Campanula rotundifolia,3-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,3-Aug-14
Apidae,Bombus.bifarius,Trifolium repens,3-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,3-Aug-14
Apidae,Bombus.rufocinctus,Campanula rotundifolia,3-Aug-14
Apidae,Bombus.bifarius,Trifolium repens,3-Aug-14
Apidae,Bombus.rufocinctus,Chamerion angustifolium,3-Aug-14
Apidae,Bombus.rufocinctus,Trifolium repens,3-Aug-14
Colletidae,Colletes.hyalinus.hyalinus,Solidago canadensis,3-Aug-14
Megachilidae,Osmia.proxima,Chamerion angustifolium,3-Aug-14
Megachilidae,Hoplitis.albifrons.argentifrons,Chamerion angustifolium,3-Aug-14
Megachilidae,Hoplitis.fulgida.fulgida,Chamerion angustifolium,3-Aug-14
Megachilidae,Hoplitis.albifrons.argentifrons,Chamerion angustifolium,3-Aug-14
Andrenidae,Andrena.miranda,Spiraea betulifolia,3-Aug-14
Megachilidae,Megachile.lapponica,Chamerion angustifolium,3-Aug-14
Megachilidae,Megachile.pugnata,Solidago gigantea,3-Aug-14
Megachilidae,Megachile.lapponica,Chamerion angustifolium,3-Aug-14
Colletidae,Hylaeus.basalis,Spiraea betulifolia,3-Aug-14
Andrenidae,Andrena.thaspii,Spiraea betulifolia,3-Aug-14
Megachilidae,Hoplitis.albifrons.argentifrons,Chamerion angustifolium,3-Aug-14
Megachilidae,Osmia.odontogaster.gr.sp.2,Trifolium repens,3-Aug-14
Megachilidae,Osmia.albolateralis,Trifolium repens,3-Aug-14
Halictidae,Lasioglossum.nigroviride,Campanula rotundifolia,3-Aug-14
Megachilidae,Megachile.lapponica,Chamerion angustifolium,3-Aug-14
Colletidae,Hylaeus.episcopalis,Spiraea betulifolia,3-Aug-14
Colletidae,Hylaeus.basalis,Spiraea betulifolia,3-Aug-14
Megachilidae,Megachile.pugnata,Chamerion angustifolium,3-Aug-14
Megachilidae,Hoplitis.albifrons.argentifrons,Chamerion angustifolium,3-Aug-14
Megachilidae,Megachile.melanophaea,Campanula rotundifolia,3-Aug-14
Megachilidae,Osmia.aff.paradisica,Trifolium repens,3-Aug-14
Halictidae,Dufourea.maura,Campanula rotundifolia,3-Aug-14
Megachilidae,Osmia.aff.paradisica,Trifolium repens,3-Aug-14
Apidae,Bombus.occidentalis,Spiraea betulifolia,3-Aug-14
Apidae,Bombus.rufocinctus,Chamerion angustifolium,3-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,3-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,3-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,3-Aug-14
Apidae,Bombus.rufocinctus,Chamerion angustifolium,3-Aug-14
Apidae,Bombus.rufocinctus,Campanula rotundifolia,3-Aug-14
Apidae,Bombus.rufocinctus,Campanula rotundifolia,3-Aug-14
Apidae,Bombus.occidentalis,Spiraea betulifolia,3-Aug-14
Apidae,Bombus.bifarius,Spiraea betulifolia,4-Aug-14
Apidae,Bombus.flavifrons,Chamerion angustifolium,4-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,4-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,4-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,4-Aug-14
Apidae,Bombus.rufocinctus,Chamerion angustifolium,4-Aug-14
Apidae,Bombus.flavifrons,Spiraea betulifolia,4-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,4-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,4-Aug-14
Apidae,Bombus.flavifrons,Chamerion angustifolium,4-Aug-14
Apidae,Bombus.rufocinctus,Chamerion angustifolium,4-Aug-14
Apidae,Bombus.appositus,Chamerion angustifolium,4-Aug-14
Apidae,Bombus.rufocinctus,Chamerion angustifolium,4-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,4-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,4-Aug-14
Apidae,Bombus.bifarius,Spiraea betulifolia,4-Aug-14
Apidae,Bombus.bifarius,Spiraea betulifolia,4-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,4-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,4-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,4-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,4-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,4-Aug-14
Apidae,Bombus.centralis,Centaurea stoebe,4-Aug-14
Apidae,Bombus.bifarius,Centaurea stoebe,4-Aug-14
Megachilidae,Ashmeadiella.bucconis,Solidago missouriensis,4-Aug-14
Apidae,Apis.mellifera,Centaurea stoebe,4-Aug-14
Apidae,Bombus.flavifrons,Centaurea stoebe,4-Aug-14
Apidae,Bombus.flavifrons,Solidago missouriensis,4-Aug-14
Apidae,Bombus.bifarius,Centaurea stoebe,4-Aug-14
Megachilidae,Anthidium.utahense,Centaurea stoebe,4-Aug-14
Apidae,Anthophora.urbana,Centaurea stoebe,4-Aug-14
Megachilidae,Heriades.cressoni,Solidago missouriensis,4-Aug-14
Megachilidae,Ashmeadiella.bucconis,Symphyotrichum laeve,4-Aug-14
Apidae,Apis.mellifera,Centaurea stoebe,4-Aug-14
Apidae,Apis.mellifera,Centaurea stoebe,4-Aug-14
Apidae,Apis.mellifera,Centaurea stoebe,4-Aug-14
Apidae,Bombus.bifarius,Centaurea stoebe,4-Aug-14
Apidae,Bombus.bifarius,Centaurea stoebe,4-Aug-14
Apidae,Bombus.bifarius,Centaurea stoebe,4-Aug-14
Apidae,Bombus.bifarius,Centaurea stoebe,4-Aug-14
Apidae,Bombus.bifarius,Centaurea stoebe,4-Aug-14
Apidae,Bombus.bifarius,Centaurea stoebe,4-Aug-14
Apidae,Bombus.bifarius,Centaurea stoebe,4-Aug-14
Apidae,Bombus.bifarius,Centaurea stoebe,4-Aug-14
Apidae,Bombus.bifarius,Centaurea stoebe,4-Aug-14
Megachilidae,Heriades.cressoni,Solidago missouriensis,4-Aug-14
Apidae,Bombus.bifarius,Centaurea stoebe,4-Aug-14
Apidae,Bombus.bifarius,Centaurea stoebe,4-Aug-14
Apidae,Bombus.bifarius,Centaurea stoebe,4-Aug-14
Apidae,Bombus.bifarius,Centaurea stoebe,4-Aug-14
Megachilidae,Megachile.apicalis,Centaurea stoebe,4-Aug-14
Megachilidae,Megachile.apicalis,Centaurea stoebe,4-Aug-14
Colletidae,Colletes.phaceliae,Melilotus officinalis,4-Aug-14
Apidae,Apis.mellifera,Centaurea stoebe,4-Aug-14
Apidae,Bombus.flavifrons,Centaurea stoebe,4-Aug-14
Apidae,Apis.mellifera,Melilotus officinalis,4-Aug-14
Apidae,Bombus.bifarius,Centaurea stoebe,4-Aug-14
Apidae,Bombus.bifarius,Centaurea stoebe,4-Aug-14
Megachilidae,Megachile.apicalis,Centaurea stoebe,4-Aug-14
Apidae,Apis.mellifera,Centaurea stoebe,4-Aug-14
Apidae,Apis.mellifera,Centaurea stoebe,4-Aug-14
Apidae,Apis.mellifera,Centaurea stoebe,4-Aug-14
Apidae,Apis.mellifera,Centaurea stoebe,4-Aug-14
Apidae,Apis.mellifera,Centaurea stoebe,4-Aug-14
Megachilidae,Megachile.fidelis,Symphyotrichum laeve,4-Aug-14
Apidae,Apis.mellifera,Centaurea stoebe,4-Aug-14
Apidae,Apis.mellifera,Centaurea stoebe,4-Aug-14
Apidae,Bombus.centralis,Centaurea stoebe,4-Aug-14
Apidae,Bombus.centralis,Centaurea stoebe,4-Aug-14
Megachilidae,Megachile.apicalis,Centaurea stoebe,4-Aug-14
Megachilidae,Heriades.cressoni,Dalea purpurea,4-Aug-14
Megachilidae,Heriades.cressoni,Allium cernuum,4-Aug-14
Megachilidae,Heriades.cressoni,Allium cernuum,4-Aug-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,4-Aug-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,4-Aug-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,4-Aug-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,4-Aug-14
Apidae,Apis.mellifera,Centaurea stoebe,4-Aug-14
Apidae,Bombus.bifarius,Centaurea stoebe,4-Aug-14
Megachilidae,Stelis.montana,Symphyotrichum laeve,4-Aug-14
Apidae,Melissodes.microsticta,Symphyotrichum laeve,4-Aug-14
Megachilidae,Hoplitis.albifrons.argentifrons,Melilotus officinalis,4-Aug-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,4-Aug-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,4-Aug-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,4-Aug-14
Megachilidae,Heriades.cressoni,Dalea purpurea,4-Aug-14
Apidae,Bombus.rufocinctus,Allium cernuum,4-Aug-14
Apidae,Bombus.cent.flavi,Allium cernuum,4-Aug-14
Halictidae,Lasioglossum.tenax,Allium cernuum,4-Aug-14
Apidae,Bombus.bifarius,Allium cernuum,4-Aug-14
Apidae,Apis.mellifera,Cirsium arvense,4-Aug-14
Apidae,Apis.mellifera,Cirsium arvense,4-Aug-14
Apidae,Apis.mellifera,Melilotus officinalis,4-Aug-14
Apidae,Apis.mellifera,Symphyotrichum laeve,4-Aug-14
Apidae,Bombus.bifarius,Centaurea stoebe,4-Aug-14
Apidae,Bombus.bifarius,Centaurea stoebe,4-Aug-14
Apidae,Melissodes.microsticta,Symphyotrichum laeve,4-Aug-14
Megachilidae,Megachile.fidelis,Symphyotrichum laeve,4-Aug-14
Megachilidae,Dianthidium.subparvum,Symphyotrichum laeve,4-Aug-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,4-Aug-14
Apidae,Bombus.rufocinctus,Allium cernuum,4-Aug-14
Apidae,Bombus.rufocinctus,Allium cernuum,4-Aug-14
Megachilidae,Heriades.cressoni,Allium cernuum,4-Aug-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,4-Aug-14
Apidae,Bombus.rufocinctus,Allium cernuum,4-Aug-14
Apidae,Bombus.rufocinctus,Allium cernuum,4-Aug-14
Apidae,Bombus.rufocinctus,Allium cernuum,4-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,4-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,4-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,4-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,4-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,4-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,4-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,4-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,4-Aug-14
Apidae,Bombus.appositus,Chamerion angustifolium,4-Aug-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,5-Aug-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,5-Aug-14
Megachilidae,Heriades.cressoni,Solidago missouriensis,5-Aug-14
Megachilidae,Anthidium.tenuiflorae,Melilotus officinalis,5-Aug-14
Apidae,Apis.mellifera,Melilotus officinalis,5-Aug-14
Apidae,Apis.mellifera,Melilotus officinalis,5-Aug-14
Apidae,Apis.mellifera,Melilotus officinalis,5-Aug-14
Apidae,Apis.mellifera,Melilotus officinalis,5-Aug-14
Apidae,Apis.mellifera,Melilotus officinalis,5-Aug-14
Apidae,Apis.mellifera,Melilotus officinalis,5-Aug-14
Apidae,Apis.mellifera,Melilotus officinalis,5-Aug-14
Apidae,Bombus.bifarius,Cirsium arvense,6-Aug-14
Apidae,Bombus.centralis,Chamerion angustifolium,6-Aug-14
Apidae,Bombus.bifarius,Melilotus officinalis,6-Aug-14
Apidae,Bombus.bifarius,Melilotus officinalis,6-Aug-14
Apidae,Bombus.centralis,Centaurea stoebe,6-Aug-14
Apidae,Bombus.bifarius,Centaurea stoebe,6-Aug-14
Apidae,Bombus.bifarius,Centaurea stoebe,6-Aug-14
Apidae,Bombus.centralis,Carduus nutans,6-Aug-14
Apidae,Bombus.centralis,Allium cernuum,6-Aug-14
Apidae,Bombus.centralis,Liatris punctata,6-Aug-14
Apidae,Bombus.bifarius,Melilotus officinalis,6-Aug-14
Apidae,Bombus.centralis,Centaurea stoebe,6-Aug-14
Apidae,Bombus.bifarius,Centaurea stoebe,6-Aug-14
Apidae,Bombus.bifarius,Centaurea stoebe,6-Aug-14
Apidae,Bombus.rufocinctus,Centaurea stoebe,6-Aug-14
Apidae,Bombus.cent.flavi,Centaurea stoebe,6-Aug-14
Apidae,Bombus.rufocinctus,Melilotus officinalis,6-Aug-14
Apidae,Bombus.bifarius,Melilotus officinalis,6-Aug-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,6-Aug-14
Megachilidae,Ashmeadiella.bucconis,Liatris punctata,6-Aug-14
Halictidae,Halictus.confusus,Liatris punctata,6-Aug-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,6-Aug-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,6-Aug-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,6-Aug-14
Megachilidae,Anthidium.atrifrons,Melilotus officinalis,6-Aug-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,6-Aug-14
Megachilidae,Coelioxys.rufitarsis,Centaurea stoebe,6-Aug-14
Megachilidae,Megachile.apicalis,Centaurea stoebe,6-Aug-14
Apidae,Apis.mellifera,Centaurea stoebe,6-Aug-14
Megachilidae,Heriades.cressoni,Symphyotrichum ericoides,6-Aug-14
Megachilidae,Megachile.perihirta,Melilotus officinalis,6-Aug-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,6-Aug-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,6-Aug-14
Colletidae,Hylaeus.coloradensis,Erigeron caespitosus,6-Aug-14
Megachilidae,Anthidium.utahense,Erigeron caespitosus,6-Aug-14
Megachilidae,Heriades.cressoni,Solidago missouriensis,6-Aug-14
Megachilidae,Ashmeadiella.bucconis,Solidago missouriensis,6-Aug-14
Megachilidae,Megachile.apicalis,Centaurea stoebe,6-Aug-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,6-Aug-14
Colletidae,Hylaeus.mesillae.rudbeckiae,Erigeron caespitosus,6-Aug-14
Apidae,Melissodes.microsticta,Solidago missouriensis,6-Aug-14
Megachilidae,Megachile.apicalis,Centaurea stoebe,6-Aug-14
Megachilidae,Anthidium.utahense,Allium cernuum,6-Aug-14
Megachilidae,Heriades.cressoni,Symphyotrichum ericoides,6-Aug-14
Megachilidae,Heriades.cressoni,Symphyotrichum ericoides,6-Aug-14
Megachilidae,Osmia.paradisica,Melilotus officinalis,6-Aug-14
Megachilidae,Heriades.carinatus,Cirsium arvense,6-Aug-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,6-Aug-14
Megachilidae,Stelis.permaculata,Erigeron caespitosus,6-Aug-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,6-Aug-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,6-Aug-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,6-Aug-14
Megachilidae,Ashmeadiella.cactorum,Melilotus officinalis,6-Aug-14
Colletidae,Hylaeus.annulatus,Melilotus officinalis,6-Aug-14
Megachilidae,Heriades.cressoni,Symphyotrichum ericoides,6-Aug-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,6-Aug-14
Megachilidae,Dianthidium.subparvum,Stephanomeria runcinata,6-Aug-14
Megachilidae,Ashmeadiella.cactorum,Allium cernuum,6-Aug-14
Megachilidae,Heriades.cressoni,Allium cernuum,6-Aug-14
Megachilidae,Heriades.cressoni,Allium cernuum,6-Aug-14
Megachilidae,Heriades.cressoni,Allium cernuum,6-Aug-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,6-Aug-14
Megachilidae,Heriades.cressoni,Allium cernuum,6-Aug-14
Colletidae,Hylaeus.wootoni,Achillea millefolium,6-Aug-14
Megachilidae,Megachile.perihirta,Centaurea stoebe,6-Aug-14
Megachilidae,Anthidium.utahense,Melilotus officinalis,6-Aug-14
Megachilidae,Heriades.cressoni,Solidago missouriensis,6-Aug-14
Megachilidae,Hoplitis.truncata,Melilotus officinalis,6-Aug-14
Megachilidae,Anthidium.clypeodentatum,Melilotus officinalis,6-Aug-14
Megachilidae,Heriades.cressoni,Solidago missouriensis,6-Aug-14
Megachilidae,Dianthidium.subparvum,Centaurea stoebe,6-Aug-14
Megachilidae,Osmia.trevoris,Centaurea stoebe,6-Aug-14
Megachilidae,Heriades.cressoni,Melilotus officinalis,6-Aug-14
Colletidae,Colletes.kincaidii,Melilotus officinalis,6-Aug-14
Colletidae,Colletes.fulgidus,Melilotus officinalis,6-Aug-14
Megachilidae,Osmia.albolateralis,Melilotus officinalis,6-Aug-14
Megachilidae,Anthidium.utahense,Melilotus officinalis,6-Aug-14
Apidae,Apis.mellifera,Linaria dalmatica,6-Aug-14
Apidae,Apis.mellifera,Centaurea stoebe,6-Aug-14
Apidae,Apis.mellifera,Centaurea stoebe,6-Aug-14
Apidae,Apis.mellifera,Centaurea stoebe,6-Aug-14
Apidae,Apis.mellifera,Centaurea stoebe,6-Aug-14
Apidae,Apis.mellifera,Melilotus officinalis,6-Aug-14
Apidae,Apis.mellifera,Melilotus officinalis,6-Aug-14
Apidae,Apis.mellifera,Melilotus officinalis,6-Aug-14
Apidae,Apis.mellifera,Melilotus officinalis,6-Aug-14
Apidae,Apis.mellifera,Melilotus officinalis,6-Aug-14
Apidae,Apis.mellifera,Centaurea stoebe,6-Aug-14
Apidae,Apis.mellifera,Melilotus officinalis,6-Aug-14
Apidae,Apis.mellifera,Solidago missouriensis,6-Aug-14
Apidae,Apis.mellifera,Melilotus officinalis,6-Aug-14
Apidae,Apis.mellifera,Melilotus officinalis,6-Aug-14
Apidae,Apis.mellifera,Melilotus officinalis,6-Aug-14
Apidae,Apis.mellifera,Melilotus officinalis,6-Aug-14
Apidae,Apis.mellifera,Melilotus officinalis,6-Aug-14
Apidae,Apis.mellifera,Liatris punctata,6-Aug-14
Apidae,Apis.mellifera,Melilotus officinalis,6-Aug-14
Apidae,Apis.mellifera,Melilotus officinalis,6-Aug-14
Apidae,Apis.mellifera,Melilotus officinalis,6-Aug-14
Apidae,Apis.mellifera,Melilotus officinalis,6-Aug-14
Apidae,Apis.mellifera,Melilotus officinalis,6-Aug-14
Apidae,Apis.mellifera,Melilotus officinalis,6-Aug-14
Apidae,Apis.mellifera,Melilotus officinalis,6-Aug-14
Apidae,Apis.mellifera,Centaurea stoebe,6-Aug-14
Apidae,Apis.mellifera,Melilotus officinalis,6-Aug-14
Apidae,Apis.mellifera,Melilotus officinalis,6-Aug-14
Apidae,Apis.mellifera,Melilotus officinalis,6-Aug-14
Apidae,Apis.mellifera,Melilotus officinalis,6-Aug-14
Apidae,Bombus.bifarius,Cirsium arvense,7-Aug-14
Apidae,Bombus.centralis,Verbascum thapsus,7-Aug-14
Apidae,Bombus.bifarius,Centaurea stoebe,7-Aug-14
Apidae,Bombus.appositus,Carduus nutans,7-Aug-14
Apidae,Bombus.bifarius,Centaurea stoebe,7-Aug-14
Apidae,Bombus.rufocinctus,Centaurea stoebe,7-Aug-14
Apidae,Bombus.bifarius,Centaurea stoebe,7-Aug-14
Apidae,Bombus.rufocinctus,Centaurea stoebe,7-Aug-14
Apidae,Bombus.bifarius,Centaurea stoebe,7-Aug-14
Apidae,Bombus.bifarius,Centaurea stoebe,7-Aug-14
Apidae,Bombus.centralis,Centaurea stoebe,7-Aug-14
Apidae,Bombus.bifarius,Centaurea stoebe,7-Aug-14
Apidae,Bombus.bifarius,Centaurea stoebe,7-Aug-14
Apidae,Bombus.bifarius,Liatris punctata,7-Aug-14
Apidae,Bombus.huntii,Centaurea stoebe,7-Aug-14
Apidae,Bombus.bifarius,Centaurea stoebe,7-Aug-14
Apidae,Bombus.bifarius,Centaurea stoebe,7-Aug-14
Apidae,Bombus.bifarius,Centaurea stoebe,7-Aug-14
Apidae,Bombus.huntii,Centaurea stoebe,7-Aug-14
Apidae,Bombus.cent.flavi,Liatris punctata,7-Aug-14
Megachilidae,Megachile.perihirta,Cirsium arvense,7-Aug-14
Megachilidae,Megachile.perihirta,Cirsium arvense,7-Aug-14
Halictidae,Lasioglossum.sp.F2,Cirsium arvense,7-Aug-14
Megachilidae,Heriades.cressoni,Carduus nutans,7-Aug-14
Megachilidae,Heriades.cressoni,Allium cernuum,7-Aug-14
Megachilidae,Ashmeadiella.bucconis,Symphyotrichum laeve,7-Aug-14
Apidae,Melissodes.microsticta,Symphyotrichum laeve,7-Aug-14
Colletidae,Colletes.phaceliae,Centaurea stoebe,7-Aug-14
Halictidae,Halictus.tripartitus,Centaurea stoebe,7-Aug-14
Megachilidae,Heriades.cressoni,Symphyotrichum ericoides,7-Aug-14
Megachilidae,Dianthidium.subparvum,Centaurea stoebe,7-Aug-14
Megachilidae,Megachile.apicalis,Centaurea stoebe,7-Aug-14
Megachilidae,Hoplitis.truncata,Melilotus officinalis,7-Aug-14
Megachilidae,Heriades.cressoni,Grindelia nana,7-Aug-14
Megachilidae,Heriades.cressoni,Grindelia nana,7-Aug-14
Halictidae,Lasioglossum.succinipenne,Gaillardia aristata,7-Aug-14
Megachilidae,Megachile.pugnata,Gaillardia aristata,7-Aug-14
Megachilidae,Heriades.cressoni,Centaurea stoebe,7-Aug-14
Colletidae,Colletes.fulgidus,Solidago missouriensis,7-Aug-14
Megachilidae,Osmia.pusilla,Melilotus officinalis,7-Aug-14
Megachilidae,Megachile.apicalis,Centaurea stoebe,7-Aug-14
Megachilidae,Heriades.cressoni,Solidago missouriensis,7-Aug-14
Megachilidae,Anthidium.clypeodentatum,Astragalus convallarius,7-Aug-14
Colletidae,Colletes.fulgidus,Solidago missouriensis,7-Aug-14
Colletidae,Colletes.fulgidus,Solidago missouriensis,7-Aug-14
Megachilidae,Anthidium.utahense,Melilotus officinalis,7-Aug-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,7-Aug-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,7-Aug-14
Megachilidae,Anthidium.utahense,Campanula rotundifolia,7-Aug-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,7-Aug-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,7-Aug-14
Halictidae,Lasioglossum.sp.F2,Symphoricarpos albus,7-Aug-14
Megachilidae,Heriades.cressoni,Symphyotrichum ascendens,7-Aug-14
Apidae,Melissodes.confusa,Centaurea stoebe,7-Aug-14
Megachilidae,Heriades.cressoni,Solidago missouriensis,7-Aug-14
Andrenidae,Andrena.amphibola,Cirsium arvense,7-Aug-14
Halictidae,Lasioglossum.sp.F2,Cirsium arvense,7-Aug-14
Megachilidae,Anthidium.mormonum,Melilotus officinalis,7-Aug-14
Apidae,Melissodes.microsticta,Symphyotrichum ascendens,7-Aug-14
Megachilidae,Megachile.fidelis,Solidago missouriensis,7-Aug-14
Apidae,Melissodes.microsticta,Solidago missouriensis,7-Aug-14
Megachilidae,Heriades.cressoni,Solidago missouriensis,7-Aug-14
Colletidae,Colletes.kincaidii,Melilotus officinalis,7-Aug-14
Apidae,Bombus.flavifrons,Cirsium vulgare,7-Aug-14
Halictidae,Halictus.rubicundus,Solidago missouriensis,7-Aug-14
Apidae,Apis.mellifera,Linaria dalmatica,7-Aug-14
Apidae,Epeolus.sp.,Symphyotrichum ascendens,7-Aug-14
Megachilidae,Ashmeadiella.bucconis,Symphyotrichum ascendens,7-Aug-14
Apidae,Melissodes.microsticta,Symphyotrichum ascendens,7-Aug-14
Megachilidae,Heriades.cressoni,Solidago missouriensis,7-Aug-14
Megachilidae,Coelioxys.alternata,Centaurea stoebe,7-Aug-14
Megachilidae,Megachile.fidelis,Centaurea stoebe,7-Aug-14
Apidae,Melissodes.microsticta,Centaurea stoebe,7-Aug-14
Colletidae,Hylaeus.rudbeckiae,Solidago missouriensis,7-Aug-14
Megachilidae,Heriades.cressoni,Solidago missouriensis,7-Aug-14
Halictidae,Lasioglossum.ebmerellum,Solidago missouriensis,7-Aug-14
Megachilidae,Anthidiellum.notatum.robertsoni,Melilotus officinalis,7-Aug-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,7-Aug-14
Megachilidae,Megachile.relativa,Chamerion angustifolium,7-Aug-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,7-Aug-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,7-Aug-14
Megachilidae,Megachile.pugnata,Gaillardia aristata,7-Aug-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,7-Aug-14
Megachilidae,Heriades.cressoni,Allium cernuum,7-Aug-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,7-Aug-14
Megachilidae,Heriades.cressoni,Conyza canadensis,7-Aug-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,7-Aug-14
Apidae,Bombus.bifarius,Centaurea stoebe,7-Aug-14
Apidae,Bombus.bifarius,Centaurea stoebe,7-Aug-14
Apidae,Apis.mellifera,Cirsium arvense,7-Aug-14
Apidae,Apis.mellifera,Cirsium arvense,7-Aug-14
Apidae,Apis.mellifera,Cirsium arvense,7-Aug-14
Apidae,Apis.mellifera,Cirsium arvense,7-Aug-14
Apidae,Apis.mellifera,Cirsium arvense,7-Aug-14
Apidae,Apis.mellifera,Cirsium arvense,7-Aug-14
Apidae,Apis.mellifera,Cirsium arvense,7-Aug-14
Apidae,Apis.mellifera,Cirsium arvense,7-Aug-14
Apidae,Apis.mellifera,Cirsium arvense,7-Aug-14
Apidae,Apis.mellifera,Cirsium arvense,7-Aug-14
Apidae,Apis.mellifera,Centaurea stoebe,7-Aug-14
Apidae,Apis.mellifera,Centaurea stoebe,7-Aug-14
Apidae,Apis.mellifera,Centaurea stoebe,7-Aug-14
Apidae,Apis.mellifera,Centaurea stoebe,7-Aug-14
Apidae,Apis.mellifera,Centaurea stoebe,7-Aug-14
Apidae,Apis.mellifera,Centaurea stoebe,7-Aug-14
Apidae,Bombus.appositus,Centaurea stoebe,7-Aug-14
Apidae,Bombus.bifarius,Centaurea stoebe,7-Aug-14
Apidae,Bombus.bifarius,Centaurea stoebe,7-Aug-14
Apidae,Apis.mellifera,Melilotus officinalis,7-Aug-14
Apidae,Apis.mellifera,Melilotus officinalis,7-Aug-14
Apidae,Apis.mellifera,Melilotus officinalis,7-Aug-14
Apidae,Apis.mellifera,Melilotus officinalis,7-Aug-14
